NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,29310
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,16860
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,17160
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,21840
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
NaN,0,0,0,0,60000
